input  : Thôn Dục Túi 2, xã Dục Tú, huện Đôn9 Anh, Hà Nộ
output5: Xứ Đồng Br thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xứ Đồng Bs thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xứ Đồng Bu thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xứ Đồng Bà thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xứ Đồng Bá thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xứ Đồng Bã thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output11: Xứ Đồng Bè thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output12: Xứ Đồng Bé thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output13: Xứ Đồng Bê thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output14: Xứ Đồng Bì thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output15: Xứ Đồng Bí thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output16: Xứ Đồng Bò thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output17: Xứ Đồng Bó thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output18: Xứ Đồng Bô thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output19: Xứ Đồng Bõ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output20: Xứ Đồng Bù thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output21: Xứ Đồng Bú thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output22: Xứ Đồng Bă thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output23: Xứ Đồng Bĩ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output24: Xứ Đồng Bơ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output25: Xứ Đồng Bạ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output26: Xứ Đồng Bả thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output27: Xứ Đồng Bẹ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output28: Xứ Đồng Bẻ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output29: Xứ Đồng Bẽ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output30: Xứ Đồng Bế thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output31: Xứ Đồng Bề thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output32: Xứ Đồng Bể thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output33: Xứ Đồng Bễ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output34: Xứ Đồng Bệ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output35: Xứ Đồng Bỉ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output36: Xứ Đồng Bị thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output37: Xứ Đồng Bọ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output38: Xứ Đồng Bỏ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output39: Xứ Đồng Bố thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output40: Xứ Đồng Bồ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output41: Xứ Đồng Bổ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output42: Xứ Đồng Bộ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output43: Xứ Đồng Bớ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output44: Xứ Đồng Bờ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output45: Xứ Đồng Bở thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output46: Xứ Đồng Bỡ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output47: Xứ Đồng Bợ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output48: Xứ Đồng Bụ thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output49: Xứ Đồng Bự thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Xứ Đồng A2, thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Xứ Đồng Ag thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output2: Xứ Đồng Ai thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output3: Xứ Đồng Ak thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output4: Xứ Đồng Al thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output5: Xứ Đồng Am thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xứ Đồng An thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xứ Đồng Ao thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xứ Đồng Ar thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xứ Đồng As thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xứ Đồng Au thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Thôn I Lúc Hậu 1, xã Dục Tủ, huyện Đông Anh, đà Nội 
****
input  : Thôn Phúc Hậu 1, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Thôn Phúc Hậu 1, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Thôn Đục Tú, xã Đục Tứ, huyện Đông Anh, Hà Nội 
output1: Thôn Đục Tú, xã Đục Tứ, huyện Đông Anh, Hà Nội 
****
input  : Xử đồng A1, Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Xử đồng Ag Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output2: Xử đồng Ai Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output3: Xử đồng Ak Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output4: Xử đồng Al Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output5: Xử đồng Am Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xử đồng An Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xử đồng Ao Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xử đồng Ar Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xử đồng As Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xử đồng Au Thôn Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Xứ đồng A3, Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Xứ đồng Ag Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output2: Xứ đồng Ai Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output3: Xứ đồng Ak Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output4: Xứ đồng Al Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output5: Xứ đồng Am Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xứ đồng An Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xứ đồng Ao Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xứ đồng Ar Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xứ đồng As Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xứ đồng Au Ngọc Lôi, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Xứ đồng D1, Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output1: Xứ đồng Da Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output2: Xứ đồng De Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output3: Xứ đồng Di Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output4: Xứ đồng Do Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output5: Xứ đồng Du Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output6: Xứ đồng Dy Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output7: Xứ đồng Dã Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output8: Xứ đồng Dè Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output9: Xứ đồng Dê Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output10: Xứ đồng Dì Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output11: Xứ đồng Dí Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output12: Xứ đồng Dò Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output13: Xứ đồng Dó Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output14: Xứ đồng Dù Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output15: Xứ đồng Dĩ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output16: Xứ đồng Dũ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output17: Xứ đồng Dơ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output18: Xứ đồng Dư Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output19: Xứ đồng Dạ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output20: Xứ đồng Dẻ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output21: Xứ đồng Dế Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output22: Xứ đồng Dề Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output23: Xứ đồng Dể Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output24: Xứ đồng Dễ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output25: Xứ đồng Dỉ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output26: Xứ đồng Dị Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output27: Xứ đồng Dỗ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output28: Xứ đồng Dớ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output29: Xứ đồng Dở Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output30: Xứ đồng Dỡ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output31: Xứ đồng Dụ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output32: Xứ đồng Dứ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output33: Xứ đồng Dữ Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
output34: Xứ đồng Dự Ngọc Lôi, xã Dục Tú, huyệt Đông Anh, Hà Nội 
****
input  : Thôn Dục Tú 2, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Thôn Dục Tú 2, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Thôn Dục Túi 2, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Thôn Dục Túi 2, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Xứ Đồng Đ4 
output1: Xứ Đồng Đa 
output2: Xứ Đồng Đe 
output3: Xứ Đồng Đi 
output4: Xứ Đồng Đo 
output5: Xứ Đồng Đu 
output6: Xứ Đồng Đà 
output7: Xứ Đồng Đá 
output8: Xứ Đồng Đã 
output9: Xứ Đồng Đè 
output10: Xứ Đồng Đê 
output11: Xứ Đồng Đì 
output12: Xứ Đồng Đò 
output13: Xứ Đồng Đó 
output14: Xứ Đồng Đô 
output15: Xứ Đồng Đù 
output16: Xứ Đồng Đú 
output17: Xứ Đồng Đĩ 
output18: Xứ Đồng Đơ 
output19: Xứ Đồng Đạ 
output20: Xứ Đồng Đả 
output21: Xứ Đồng Đẻ 
output22: Xứ Đồng Đế 
output23: Xứ Đồng Đề 
output24: Xứ Đồng Để 
output25: Xứ Đồng Đễ 
output26: Xứ Đồng Đệ 
output27: Xứ Đồng Đọ 
output28: Xứ Đồng Đỏ 
output29: Xứ Đồng Đố 
output30: Xứ Đồng Đồ 
output31: Xứ Đồng Đổ 
output32: Xứ Đồng Đỗ 
output33: Xứ Đồng Độ 
output34: Xứ Đồng Đờ 
output35: Xứ Đồng Đỡ 
output36: Xứ Đồng Đợ 
output37: Xứ Đồng Đụ 
output38: Xứ Đồng Đủ 
output39: Xứ Đồng Đừ 
****
input  : Xú Đồng E7 
output1: Xú Đồng Ea 
output2: Xú Đồng Em 
output3: Xú Đồng En 
output4: Xú Đồng Eo 
****
input  : Xứ Đồng K1 
output1: Xứ Đồng Ka 
output2: Xứ Đồng Ke 
output3: Xứ Đồng Ki 
output4: Xứ Đồng Ko 
output5: Xứ Đồng Ku 
output6: Xứ Đồng Ky 
output7: Xứ Đồng Kè 
output8: Xứ Đồng Ké 
output9: Xứ Đồng Kê 
output10: Xứ Đồng Kì 
output11: Xứ Đồng Kí 
output12: Xứ Đồng Kô 
output13: Xứ Đồng Ký 
output14: Xứ Đồng Kơ 
output15: Xứ Đồng Kẹ 
output16: Xứ Đồng Kẻ 
output17: Xứ Đồng Kẽ 
output18: Xứ Đồng Kế 
output19: Xứ Đồng Kề 
output20: Xứ Đồng Kể 
output21: Xứ Đồng Kệ 
output22: Xứ Đồng Kị 
output23: Xứ Đồng Kỳ 
output24: Xứ Đồng Kỵ 
output25: Xứ Đồng Kỷ 
output26: Xứ Đồng Kỹ 
****
input  : Xử Đồng K7 
output1: Xử Đồng Ka 
output2: Xử Đồng Ke 
output3: Xử Đồng Ki 
output4: Xử Đồng Ko 
output5: Xử Đồng Ku 
output6: Xử Đồng Ky 
output7: Xử Đồng Kè 
output8: Xử Đồng Ké 
output9: Xử Đồng Kê 
output10: Xử Đồng Kì 
output11: Xử Đồng Kí 
output12: Xử Đồng Kô 
output13: Xử Đồng Ký 
output14: Xử Đồng Kơ 
output15: Xử Đồng Kẹ 
output16: Xử Đồng Kẻ 
output17: Xử Đồng Kẽ 
output18: Xử Đồng Kế 
output19: Xử Đồng Kề 
output20: Xử Đồng Kể 
output21: Xử Đồng Kệ 
output22: Xử Đồng Kị 
output23: Xử Đồng Kỳ 
output24: Xử Đồng Kỵ 
output25: Xử Đồng Kỷ 
output26: Xử Đồng Kỹ 
****
input  : Xứ Đồng K8 
output1: Xứ Đồng Ka 
output2: Xứ Đồng Ke 
output3: Xứ Đồng Ki 
output4: Xứ Đồng Ko 
output5: Xứ Đồng Ku 
output6: Xứ Đồng Ky 
output7: Xứ Đồng Kè 
output8: Xứ Đồng Ké 
output9: Xứ Đồng Kê 
output10: Xứ Đồng Kì 
output11: Xứ Đồng Kí 
output12: Xứ Đồng Kô 
output13: Xứ Đồng Ký 
output14: Xứ Đồng Kơ 
output15: Xứ Đồng Kẹ 
output16: Xứ Đồng Kẻ 
output17: Xứ Đồng Kẽ 
output18: Xứ Đồng Kế 
output19: Xứ Đồng Kề 
output20: Xứ Đồng Kể 
output21: Xứ Đồng Kệ 
output22: Xứ Đồng Kị 
output23: Xứ Đồng Kỳ 
output24: Xứ Đồng Kỵ 
output25: Xứ Đồng Kỷ 
output26: Xứ Đồng Kỹ 
****
input  : Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output1: Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
****
input  : Xứ đồng H2, Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Xứ đồng Ha Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output2: Xứ đồng He Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output3: Xứ đồng Hi Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output4: Xứ đồng Ho Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output5: Xứ đồng Hu Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xứ đồng Hy Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xứ đồng Hz Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xứ đồng Hà Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xứ đồng Há Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xứ đồng Hè Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output11: Xứ đồng Hé Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output12: Xứ đồng Hí Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output13: Xứ đồng Hò Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output14: Xứ đồng Hô Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output15: Xứ đồng Hú Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output16: Xứ đồng Hũ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output17: Xứ đồng Hơ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output18: Xứ đồng Hư Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output19: Xứ đồng Hạ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output20: Xứ đồng Hả Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output21: Xứ đồng Hẹ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output22: Xứ đồng Hề Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output23: Xứ đồng Hể Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output24: Xứ đồng Hễ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output25: Xứ đồng Hệ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output26: Xứ đồng Hỉ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output27: Xứ đồng Họ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output28: Xứ đồng Hố Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output29: Xứ đồng Hồ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output30: Xứ đồng Hổ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output31: Xứ đồng Hỗ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output32: Xứ đồng Hộ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output33: Xứ đồng Hớ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output34: Xứ đồng Hờ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output35: Xứ đồng Hở Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output36: Xứ đồng Hụ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output37: Xứ đồng Hủ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output38: Xứ đồng Hứ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output39: Xứ đồng Hừ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output40: Xứ đồng Hử Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output41: Xứ đồng Hỳ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output42: Xứ đồng Hỷ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Xứ đồng H9, Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Xứ đồng Ha Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output2: Xứ đồng He Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output3: Xứ đồng Hi Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output4: Xứ đồng Ho Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output5: Xứ đồng Hu Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xứ đồng Hy Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xứ đồng Hz Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xứ đồng Hà Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xứ đồng Há Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xứ đồng Hè Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output11: Xứ đồng Hé Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output12: Xứ đồng Hí Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output13: Xứ đồng Hò Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output14: Xứ đồng Hô Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output15: Xứ đồng Hú Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output16: Xứ đồng Hũ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output17: Xứ đồng Hơ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output18: Xứ đồng Hư Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output19: Xứ đồng Hạ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output20: Xứ đồng Hả Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output21: Xứ đồng Hẹ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output22: Xứ đồng Hề Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output23: Xứ đồng Hể Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output24: Xứ đồng Hễ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output25: Xứ đồng Hệ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output26: Xứ đồng Hỉ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
output27: Xứ đồng Họ Thôn Dục Tú 3, xã Dục Tú, huyện Đông Anh, Hà Nội 
